Recording timestamp,Pupil diameter left,Pupil diameter right
129723,4.35,4.27
129743,4.34,4.26
129763,4.34,4.25
129783,5.67,5.44
129803,5.67,5.44
129823,5.68,5.44
129842,5.69,5.44
129862,5.69,5.45
129882,5.7,5.45
129902,5.7,5.45
129922,5.71,5.46
129942,5.71,5.46
129962,5.71,5.46
129982,5.71,5.47
130002,5.71,5.46
130022,5.69,5.46
130042,5.68,5.44
130062,5.69,5.44
130082,5.7,5.44
130102,5.69,5.44
130122,5.67,5.43
130142,5.66,5.43
130162,5.65,5.42
130182,5.64,5.41
130202,5.64,5.4
130222,5.64,5.39
130242,5.62,5.38
130262,5.6,5.36
130282,5.58,5.34
130302,5.57,5.32
130322,5.53,5.31
130342,5.51,5.3
130362,5.49,5.29
130382,5.48,5.28
130402,5.47,5.27
130422,5.46,5.25
130442,5.46,5.26
130462,5.45,5.25
130482,5.45,5.25
130502,5.44,5.25
130522,5.42,5.24
130542,5.42,5.24
130562,5.42,5.24
130582,5.43,5.24
130602,5.44,5.25
130622,5.44,5.24
130642,5.45,5.23
130662,5.46,5.23
130682,5.46,5.24
130702,5.47,5.23
130722,5.49,5.23
130742,5.5,5.24
130762,5.51,5.24
130782,5.52,5.23
130802,5.53,5.25
130822,5.56,5.31
130842,,
130862,,
130882,,
130902,,
130922,,
130942,5.09,5.16
130962,5.37,5.31
130982,5.45,5.31
131002,5.46,5.29
131022,5.47,5.29
131042,5.46,5.29
131062,5.45,5.3
131082,5.45,5.28
131102,5.46,5.28
131122,5.46,5.29
131142,5.46,5.29
131162,5.47,5.3
131182,5.47,5.3
131202,5.47,5.3
131222,5.48,5.31
131242,5.49,5.31
131262,5.5,5.32
131282,5.5,5.33
131302,5.51,5.34
131322,5.51,5.35
131342,5.52,5.35
131362,5.52,5.35
131382,5.52,5.37
131402,5.53,5.37
131422,5.53,5.37
131442,5.57,5.38
131462,5.59,5.38
131482,5.6,5.38
131501,5.6,5.38
131521,5.61,5.38
131541,5.61,5.38
131561,5.62,5.38
131581,5.63,5.38
131601,5.63,5.38
131621,5.63,5.37
131641,5.63,5.36
131661,5.62,5.35
131681,5.61,5.35
131701,5.61,5.34
131721,5.6,5.33
131741,5.58,5.32
131761,5.57,5.31
131781,5.55,5.28
131801,5.54,5.26
131821,5.52,5.26
131841,5.5,5.25
131861,5.49,5.25
131881,5.48,5.24
131901,5.46,5.24
131921,5.44,5.23
131941,5.43,5.22
131961,5.41,5.22
131981,5.4,5.22
132001,5.39,5.22
132021,5.39,5.22
132041,5.38,5.21
132061,5.38,5.21
132081,5.38,5.21
132101,5.38,5.21
132121,5.37,5.21
132141,5.38,5.21
132161,5.39,5.21
132181,5.39,5.21
132201,5.39,5.22
132221,5.4,5.22
132241,5.4,5.23
132261,5.45,5.24
132281,5.48,5.24
132301,5.49,5.25
132321,5.48,5.25
132341,5.48,5.25
132361,5.51,5.26
132381,5.51,5.26
132401,5.52,5.26
132421,5.53,5.26
132441,5.54,5.26
132461,5.54,5.25
132481,5.54,5.25
132501,5.54,5.25
132521,5.54,5.25
132541,5.55,5.25
132561,5.55,5.25
132581,5.55,5.25
132601,5.56,5.25
132621,5.56,5.26
132641,5.56,5.26
132661,5.56,5.27
132681,5.56,5.27
132701,5.56,5.28
132721,5.57,5.28
132741,5.57,5.29
132761,5.57,5.29
132781,5.58,5.3
132801,5.58,5.3
132821,5.59,5.3
132841,5.59,5.3
132861,5.6,5.31
132881,5.6,5.31
132901,5.61,5.31
132921,5.61,5.32
132941,5.62,5.32
132961,5.62,5.32
132981,5.63,5.33
133001,5.63,5.33
133021,5.64,5.34
133041,5.65,5.34
133061,5.66,5.35
133081,5.67,5.35
133101,5.68,5.36
133121,5.69,5.36
133141,5.7,5.36
133161,5.7,5.36
133181,5.71,5.36
133200,5.71,5.35
133220,5.71,5.35
133240,5.72,5.35
133260,5.72,5.34
133280,5.72,5.33
133300,5.72,5.33
133320,5.72,5.32
133340,5.72,5.33
133360,5.72,5.33
133380,5.72,5.32
133400,5.72,5.32
133420,5.73,5.32
133440,5.73,5.33
133460,5.73,5.33
133480,5.73,5.33
133500,5.73,5.33
133520,5.74,5.32
133540,5.75,5.32
133560,5.77,5.32
133580,5.77,5.33
133600,5.77,5.33
133620,5.77,5.33
133640,5.77,5.34
133660,5.77,5.34
133680,5.78,5.34
133700,5.78,5.35
133720,5.78,5.35
133740,5.79,5.36
133760,5.79,5.36
133780,5.79,5.37
133800,5.8,5.38
133820,5.8,5.38
133840,5.81,5.38
133860,5.81,5.39
133880,5.81,5.39
133900,5.82,5.4
133920,5.82,5.4
133940,5.82,5.41
133960,5.81,5.41
133980,5.81,5.41
134000,5.82,5.41
134020,5.82,5.41
134040,5.83,5.42
134060,5.83,5.42
134080,5.83,5.42
134100,5.83,5.42
134120,5.82,5.42
134140,5.81,5.42
134160,5.81,5.43
134180,5.81,5.43
134200,5.81,5.43
134220,5.81,5.43
134240,5.81,5.43
134260,5.81,5.43
134280,5.8,5.44
134300,5.81,5.44
134320,5.8,5.44
134340,5.81,5.45
134360,5.81,5.45
134380,5.81,5.44
134400,5.8,5.43
134420,5.8,5.43
134440,5.8,5.44
134460,5.79,5.43
134480,5.78,5.43
134500,5.78,5.42
134520,5.77,5.42
134540,5.76,5.41
134560,5.54,5.35
134580,,
134600,,
134620,,
134640,,
134660,,
134680,,
134700,,
134720,,
134740,,5.17
134760,5.38,5.07
134780,5.42,5.1
134800,5.43,5.38
134820,5.54,5.4
134840,5.66,5.36
134859,5.75,5.38
134880,5.77,5.39
134899,5.79,5.41
134919,5.78,5.41
134939,5.78,5.42
134959,5.78,5.43
134979,5.78,5.44
134999,5.78,5.44
135019,5.78,5.44
135039,5.78,5.45
135059,5.78,5.45
135079,5.78,5.45
135099,5.78,5.46
135119,5.79,5.47
