Recording timestamp,Pupil diameter left,Pupil diameter right
12712,4.51,4.23
12732,4.52,4.23
12752,4.52,4.23
12772,4.53,4.23
12792,4.53,4.23
12812,4.53,4.24
12832,4.53,4.24
12852,4.52,4.24
12872,4.52,4.24
12892,4.52,4.24
12912,4.52,4.23
12932,4.52,4.23
12952,4.51,4.23
12972,4.51,4.22
12992,4.50,4.22
13012,4.48,4.20
13032,4.46,4.18
13052,4.44,4.16
13072,4.41,4.13
13092,4.37,4.11
13112,4.33,4.08
13132,4.29,4.05
13152,4.24,4.01
13172,4.19,3.97
13192,4.14,3.94
13212,4.09,3.90
13232,4.04,3.87
13252,4.01,3.84
13272,3.97,3.81
13292,3.94,3.79
13312,3.91,3.76
13332,3.89,3.74
13352,3.87,3.71
13372,3.84,3.70
13392,3.83,3.68
13412,3.81,3.66
13432,3.79,3.64
13452,3.78,3.62
13472,3.76,3.60
13492,3.74,3.58
13512,3.73,3.57
13532,3.72,3.56
13552,3.71,3.55
13572,3.70,3.53
13592,3.68,3.52
13612,3.68,3.51
13632,3.67,3.50
13652,3.66,3.50
13672,3.65,3.49
13692,3.64,3.49
13712,3.63,3.48
13732,3.62,3.48
13752,3.61,3.47
13772,3.60,3.47
13792,3.59,3.47
13812,3.59,3.46
13832,3.58,3.46
13852,3.57,3.46
13872,3.57,3.45
13892,3.56,3.45
13912,3.56,3.44
13932,3.55,3.44
13952,3.55,3.44
13972,3.54,3.43
13992,3.54,3.42
14012,3.54,3.42
14032,3.53,3.42
14052,3.54,3.42
14072,3.54,3.41
14092,3.54,3.42
14112,3.54,3.42
14132,3.54,3.41
14152,3.54,3.42
14172,3.54,3.42
14192,3.54,3.42
14212,3.55,3.42
14231,3.55,3.43
14251,3.55,3.43
14271,3.55,3.43
14291,3.56,3.44
14311,3.56,3.44
14331,3.57,3.44
14351,3.57,3.44
14371,3.58,3.45
14391,3.58,3.45
14411,3.58,3.46
14431,3.59,3.46
14451,3.60,3.46
14471,3.60,3.46
14491,3.61,3.46
14511,3.62,3.46
14531,3.63,3.46
14551,3.64,3.46
14571,3.65,3.47
14591,3.66,3.47
14611,3.66,3.47
14631,3.67,3.48
14651,3.68,3.48
14671,3.69,3.49
14691,3.70,3.50
14711,3.70,3.50
14731,3.70,3.51
14751,3.70,3.52
14771,3.70,3.53
14791,3.71,3.53
14811,3.71,3.54
14831,3.71,3.54
14851,3.71,3.55
14871,3.72,3.55
14891,3.72,3.56
14911,3.73,3.56
14931,3.74,3.57
14951,3.74,3.58
14971,3.74,3.59
14991,3.74,3.59
15011,3.74,3.59
15031,3.74,3.59
15051,3.73,3.58
15071,3.72,3.58
15091,3.71,3.57
15111,3.70,3.56
15131,3.69,3.55
15151,3.68,3.54
15171,3.67,3.52
15191,3.66,3.51
15211,3.65,3.50
15231,3.63,3.48
15251,3.62,3.47
15271,3.61,3.46
15291,3.60,3.44
15311,3.58,3.43
15331,3.57,3.42
15351,3.55,3.41
15371,3.53,3.39
15391,3.51,3.38
15411,3.50,3.37
15431,3.48,3.35
15451,3.47,3.34
15471,3.45,3.32
15491,3.43,3.31
15511,3.42,3.30
15531,3.41,3.29
15551,3.39,3.28
15571,3.38,3.27
15591,3.37,3.26
15611,3.36,3.25
15631,3.35,3.24
15651,3.34,3.24
15671,3.33,3.23
15691,3.33,3.22
15711,3.32,3.22
15731,3.31,3.21
15751,3.31,3.21
15771,3.31,3.21
15791,3.31,3.21
15811,3.31,3.21
15831,3.31,3.21
15851,3.31,3.21
15871,3.31,3.21
15890,3.32,3.21
15910,3.32,3.22
15930,3.33,3.22
15950,3.33,3.22
15970,3.33,3.22
15990,3.34,3.23
16010,3.34,3.23
16030,3.35,3.23
16050,3.36,3.24
16070,3.37,3.24
16090,3.37,3.25
16110,3.38,3.26
16130,3.38,3.27
16150,3.39,3.27
16170,3.40,3.28
16190,3.40,3.28
16210,3.41,3.29
16230,3.42,3.29
16250,3.42,3.30
16270,3.42,3.29
16290,3.42,3.29
16310,3.42,3.29
16330,3.42,3.29
16350,3.42,3.29
16370,3.42,3.28
16390,3.42,3.28
16410,3.41,3.27
16430,3.41,3.27
16450,3.40,3.27
16470,3.40,3.27
16490,3.40,3.27
16510,3.40,3.27
16530,3.40,3.27
16550,3.40,3.27
16570,3.40,3.26
16590,3.40,3.25
16610,3.40,3.25
16630,3.40,3.25
16650,3.40,3.25
16670,3.40,3.25
16690,3.41,3.25
16710,3.41,3.25
16730,3.41,3.25
16750,3.40,3.25
16770,3.40,3.25
16790,3.40,3.25
16810,3.41,3.26
16830,3.41,3.26
16850,3.41,3.26
16870,3.42,3.26
16890,3.42,3.26
16910,3.42,3.27
16930,3.42,3.27
16950,3.42,3.27
16970,3.42,3.27
16990,3.42,3.26
17010,3.42,3.26
17030,3.42,3.26
17050,3.41,3.26
17070,3.41,3.26
17090,3.41,3.26
17110,3.41,3.26
17130,3.41,3.26
17150,3.41,3.27
17170,3.45,3.30
17190,,3.29
17210,,
17230,,
17250,,
17270,,
17290,,
17310,,3.05
17330,3.16,3.10
17350,2.98,3.18
17370,3.12,3.26
17390,3.33,3.30
17410,3.42,3.33
17430,3.46,3.34
17450,3.48,3.35
17470,3.48,3.36
17490,3.48,3.38
17510,3.48,3.39
17530,3.47,3.40
17549,3.47,3.40
17570,3.48,3.41
17589,3.48,3.41
17609,3.49,3.41
17629,3.50,3.43
17649,3.50,3.43
17669,3.51,3.44
17689,3.52,3.45
17709,3.54,3.47
17729,3.55,3.47
17749,3.57,3.48
17769,3.58,3.49
17789,3.60,3.50
17809,3.61,3.50
17829,3.62,3.51
17849,3.63,3.51
17869,3.64,3.52
17889,3.64,3.52
17909,3.65,3.52
17929,3.65,3.52
