Recording timestamp,Pupil diameter left,Pupil diameter right
655385,4.10,4.43
655405,4.10,4.43
655425,4.10,4.43
655445,4.11,4.43
655465,4.11,4.43
655485,4.11,4.42
655505,4.10,4.39
655525,4.09,4.37
655545,4.08,4.35
655565,4.06,4.34
655585,4.04,4.32
655605,4.01,4.29
655625,3.99,4.26
655645,3.96,4.23
655665,3.93,4.20
655685,3.90,4.17
655705,3.88,4.13
655725,3.84,4.10
655745,3.82,4.08
655765,3.81,4.05
655785,3.80,4.03
655805,3.80,4.02
655825,3.81,4.02
655845,3.81,4.02
655865,3.82,4.02
655885,3.83,4.03
655905,3.84,4.04
655925,3.86,4.05
655945,3.88,4.07
655965,3.89,4.09
655985,3.91,4.11
656005,3.95,4.13
656025,3.98,4.16
656045,4.00,4.18
656065,4.02,4.21
656085,4.04,4.23
656105,4.06,4.26
656125,4.08,4.29
656145,4.10,4.31
656165,4.12,4.33
656185,4.15,4.35
656205,4.17,4.37
656225,4.19,4.39
656245,4.21,4.41
656265,4.23,4.42
656285,4.24,4.44
656305,4.25,4.45
656325,4.26,4.46
656345,4.27,4.47
656365,4.28,4.48
656385,4.28,4.48
656405,4.29,4.49
656425,4.29,4.49
656445,4.29,4.49
656465,4.29,4.50
656485,4.29,4.50
656505,4.29,4.51
656525,4.30,4.51
656545,4.30,4.52
656565,4.30,4.52
656585,4.30,4.53
656605,4.30,4.53
656625,4.30,4.53
656645,4.30,4.54
656665,4.31,4.54
656685,4.31,4.54
656705,4.31,4.55
656725,4.32,4.55
656745,4.32,4.55
656765,4.32,4.55
656785,4.33,4.55
656805,4.33,4.56
656824,4.33,4.56
656844,4.33,4.56
656864,4.33,4.57
656884,4.33,4.57
656904,4.34,4.58
656924,4.35,4.58
656944,4.35,4.59
656964,4.36,4.60
656984,4.37,4.60
657004,4.38,4.61
657024,4.38,4.62
657044,4.39,4.62
657064,4.39,4.62
657084,4.39,4.62
657104,4.39,4.62
657124,4.38,4.60
657144,4.37,4.59
657164,4.37,4.58
657184,4.36,4.57
657204,4.34,4.56
657224,4.33,4.56
657244,4.32,4.55
657264,4.31,4.54
657284,4.30,4.53
657304,4.30,4.53
657324,4.29,4.52
657344,4.28,4.52
657364,4.28,4.52
657384,4.27,4.51
657404,4.27,4.51
657424,4.28,4.51
657444,4.28,4.51
657464,4.28,4.51
657484,4.29,4.51
657504,4.29,4.52
657524,4.29,4.53
657544,4.29,4.53
657564,4.30,4.54
657584,4.30,4.54
657604,4.30,4.55
657624,4.31,4.56
657644,4.31,4.56
657664,4.32,4.57
657684,4.32,4.57
657704,4.33,4.57
657724,4.34,4.57
657744,4.35,4.57
657764,4.36,4.57
657784,4.36,4.57
657804,4.36,4.58
657824,4.36,4.59
657844,4.36,4.58
657864,4.35,4.58
657884,4.34,4.56
657904,4.33,4.56
657924,4.31,4.55
657944,4.30,4.54
657964,4.28,4.53
657984,4.26,4.51
658004,4.25,4.49
658024,4.23,4.47
658044,4.22,4.46
658064,4.20,4.45
658084,4.19,4.44
658104,4.18,4.43
658124,4.17,4.42
658144,4.16,4.41
658164,4.15,4.41
658184,4.15,4.41
658204,4.14,4.41
658224,4.14,4.41
658244,4.14,4.41
658264,4.14,4.41
658284,4.15,4.42
658304,4.15,4.42
658324,4.16,4.42
658344,4.17,4.43
658364,4.18,4.44
658384,4.19,4.45
658404,4.20,4.45
658424,4.20,4.46
658444,4.21,4.46
658464,4.22,4.47
658484,4.22,4.47
658503,4.23,4.47
658523,4.23,4.48
658543,4.23,4.48
658563,4.23,4.48
658583,4.22,4.48
658603,4.22,4.48
658623,4.21,4.48
658643,4.20,4.48
658663,4.18,4.48
658683,4.17,4.48
658703,4.16,4.47
658723,4.16,4.47
658743,4.15,4.47
658763,4.14,4.46
658783,4.14,4.46
658803,4.14,4.46
658823,4.15,4.46
658843,4.15,4.46
658863,4.16,4.46
658883,4.17,4.47
658903,4.17,4.47
658923,4.18,4.48
658943,4.19,4.49
658963,4.20,4.50
658983,4.20,4.51
659003,4.21,4.52
659023,4.21,4.52
659043,4.22,4.53
659063,4.22,4.53
659083,4.22,4.54
659103,4.23,4.54
659123,4.23,4.54
659143,4.23,4.55
659163,4.24,4.55
659183,4.24,4.55
659203,4.24,4.54
659223,4.24,4.55
659243,4.24,4.55
659263,4.25,4.55
659283,4.25,4.55
659303,4.25,4.54
659323,4.25,4.54
659343,4.24,4.54
659363,4.24,4.54
659383,4.24,4.54
659403,4.24,4.54
659423,4.23,4.54
659443,4.23,4.54
659463,4.24,4.54
659483,4.24,4.54
659503,4.24,4.54
659523,4.25,4.54
659543,4.26,4.54
659563,4.26,4.54
659583,4.26,4.54
659603,4.27,4.54
659623,4.27,4.54
659643,4.27,4.54
659663,4.27,4.54
659683,4.27,4.54
659703,4.26,4.53
659723,4.26,4.53
659743,4.26,4.53
659763,4.25,4.52
659783,4.25,4.52
659803,4.25,4.52
659823,4.24,4.51
659843,4.24,4.51
659863,4.24,4.50
659883,4.24,4.50
659903,4.24,4.49
659923,4.24,4.50
659943,4.23,4.49
659963,4.23,4.49
659983,4.23,4.49
660003,4.24,4.49
660023,4.24,4.49
660043,4.25,4.49
660063,4.25,4.49
660083,4.26,4.49
660103,4.26,4.50
660123,4.26,4.50
660143,4.26,4.50
660162,4.26,4.50
660182,4.26,4.50
660202,4.26,4.50
660222,4.26,4.50
660242,4.26,4.50
660262,4.26,4.50
660282,4.26,4.49
660302,4.26,4.49
660322,4.26,4.49
660342,4.26,4.48
660362,4.26,4.48
660382,4.26,4.48
660402,4.26,4.48
660422,4.26,4.48
660442,4.26,4.48
660462,4.26,4.48
660482,4.25,4.47
660502,4.24,4.46
660522,4.23,4.45
660542,4.21,4.43
660562,4.18,4.40
660582,4.15,4.37
660602,4.11,4.31
660622,4.07,4.26
660642,4.02,4.22
660662,3.97,4.17
660682,3.93,4.12
660702,3.88,4.07
660722,3.84,4.02
660742,3.80,3.97
660762,3.77,3.93
660782,3.74,3.89
660802,3.72,3.86
660822,3.70,3.84
660842,3.69,3.82
660862,3.68,3.80
660882,3.67,3.79
660902,3.66,3.78
660922,3.65,3.77
660942,3.64,3.76
660962,3.63,3.76
660982,3.63,3.75
661002,3.62,3.74
661022,3.61,3.73
661042,3.60,3.73
661062,3.60,3.73
661082,3.60,3.72
661102,3.61,3.72
661122,3.61,3.73
661142,3.62,3.74
661162,3.63,3.75
661182,3.65,3.76
661202,3.67,3.78
661222,3.69,3.79
661242,3.70,3.81
661262,3.72,3.83
661282,3.74,3.85
661302,3.76,3.87
661322,3.77,3.89
661342,3.78,3.91
661362,3.79,3.92
661382,3.80,3.94
661402,3.80,3.95
661422,3.81,3.96
661442,3.82,3.98
661462,3.83,4.00
661482,3.83,4.02
661502,3.84,4.04
661522,3.86,4.06
661542,3.87,4.08
661562,3.88,4.10
661582,3.90,4.11
661602,3.90,4.12
661622,3.92,4.13
661642,3.92,4.13
661662,3.92,4.13
661682,3.92,4.12
661702,3.92,4.12
661722,3.92,4.11
661742,3.91,4.10
661762,3.91,4.09
661781,3.90,4.10
661801,3.90,4.10
661821,3.91,4.10
661841,3.91,4.11
661861,3.91,4.12
661881,3.92,4.13
661901,3.92,4.13
661921,3.93,4.13
661941,3.93,4.13
661961,3.93,4.13
661981,3.92,4.12
662001,3.91,4.11
662021,3.90,4.10
662041,3.89,4.08
662061,3.88,4.07
662081,3.87,4.05
662101,3.86,4.05
662121,3.85,4.04
662141,3.85,4.03
662161,3.85,4.03
662181,3.85,4.02
662201,3.86,4.02
662221,3.87,4.02
662241,3.87,4.02
662261,3.87,4.02
662281,3.87,4.01
662301,3.87,4.00
662321,3.86,3.99
662341,3.84,3.98
662361,3.83,3.97
662381,3.82,3.96
662401,3.80,3.94
662421,3.79,3.93
662441,3.78,3.92
662461,3.78,3.91
662481,3.77,3.91
662501,3.77,3.91
662521,3.77,3.91
662541,3.78,3.91
662561,3.79,3.92
662581,3.79,3.92
662601,3.79,3.92
662621,3.79,3.93
662641,3.79,3.93
662661,3.79,3.93
662681,3.78,3.93
662701,3.78,3.93
662721,3.77,3.93
662741,3.77,3.92
662761,3.76,3.92
662781,3.76,3.92
662801,3.76,3.92
662821,3.77,3.93
662841,3.78,3.94
662861,3.79,3.96
662881,3.80,3.98
662901,3.82,3.99
662921,3.83,4.01
662941,3.84,4.02
662961,3.85,4.04
662981,3.86,4.05
663001,3.86,4.06
663021,3.87,4.07
663041,3.87,4.07
663061,3.87,4.06
663081,3.87,4.05
663101,3.87,4.05
663121,3.87,4.05
663141,3.87,4.05
663161,3.88,4.05
663181,3.89,4.05
663201,3.89,4.06
663221,3.90,4.07
663241,3.91,4.08
663261,3.92,4.10
663281,3.93,4.11
663301,3.93,4.13
663321,3.94,4.14
663341,3.94,4.14
663361,3.94,4.14
663381,3.93,4.15
663401,3.93,4.15
663421,3.93,4.14
663440,3.92,4.13
663460,3.92,4.13
663480,3.92,4.13
663500,3.91,4.12
663520,3.91,4.12
663540,3.91,4.12
663560,3.92,4.12
663580,3.92,4.12
663600,3.93,4.12
663620,3.92,4.12
663640,3.92,4.12
663660,3.92,4.12
663680,3.91,4.12
663700,3.91,4.12
663720,3.90,4.12
663740,3.89,4.11
663760,3.88,4.10
663780,3.88,4.09
663800,3.87,4.09
663820,3.87,4.10
663840,3.87,4.10
663860,3.88,4.11
663880,3.88,4.11
663900,3.89,4.12
663920,3.89,4.12
663940,3.90,4.13
663960,3.89,4.13
663980,3.89,4.13
664000,3.89,4.13
664020,3.89,4.11
664040,3.89,4.09
664060,3.88,4.08
664080,3.87,4.06
664100,3.86,4.04
664120,3.86,4.04
664140,3.86,4.03
664160,3.87,4.03
664180,3.87,4.03
664200,3.87,4.04
664220,3.88,4.05
664240,3.89,4.06
664260,3.90,4.07
664280,3.90,4.09
664300,3.91,4.10
664320,3.91,4.10
664340,3.91,4.11
664360,3.91,4.11
664380,3.90,4.11
664400,3.90,4.11
664420,3.90,4.11
664440,3.90,4.11
664460,3.90,4.11
664480,3.90,4.11
664500,3.90,4.12
664520,3.91,4.13
664540,3.92,4.14
664560,3.93,4.15
664580,3.94,4.16
664600,3.94,4.17
664620,3.95,4.18
664640,3.96,4.18
664660,3.96,4.18
664680,3.95,4.19
664700,3.95,4.18
664720,3.95,4.17
664740,3.95,4.17
664760,3.94,4.16
664780,3.94,4.15
664800,3.94,4.15
664820,3.94,4.15
664840,3.95,4.15
664860,3.95,4.16
664880,3.96,4.17
664900,3.97,4.18
664920,3.97,4.19
664940,3.97,4.20
664960,3.97,4.21
664980,3.96,4.22
665000,3.96,4.22
665020,3.96,4.21
665040,3.95,4.21
665060,3.95,4.21
665080,3.94,4.20
665099,3.93,4.20
665119,3.93,4.20
665139,3.93,4.20
665159,3.93,4.20
665179,3.94,4.21
665199,3.95,4.22
665219,3.96,4.23
665239,3.96,4.23
665259,3.97,4.23
665279,3.98,4.24
665299,3.98,4.24
665319,3.99,4.24
665339,3.98,4.25
665359,3.98,4.24
665379,3.97,4.24
665399,3.96,4.23
665419,3.95,4.22
665439,3.94,4.22
665459,3.93,4.22
665479,3.92,4.21
665499,3.92,4.21
665519,3.92,4.21
665539,3.92,4.21
665559,3.93,4.22
665579,3.95,4.23
665599,3.96,4.25
665619,3.97,4.26
665639,3.99,4.26
665659,4.01,4.28
665679,4.03,4.30
665699,4.05,4.32
665719,4.07,4.34
665739,4.10,4.36
665759,4.12,4.38
665779,4.14,4.41
665799,4.16,4.43
665819,4.18,4.45
665839,4.20,4.47
665859,4.22,4.49
665879,4.23,4.51
665899,4.24,4.52
665919,4.25,4.53
665939,4.25,4.53
665959,4.26,4.53
665979,4.26,4.53
665999,4.26,4.53
666019,4.26,4.53
666039,4.26,4.53
666059,4.26,4.53
666079,4.26,4.52
666099,4.25,4.52
666119,4.25,4.51
666139,4.25,4.49
666159,4.25,4.49
666179,4.25,4.48
666199,4.25,4.47
666219,4.25,4.47
666239,4.25,4.46
666259,4.25,4.45
666279,4.24,4.45
666299,4.24,4.45
666319,4.24,4.45
666339,4.24,4.45
666359,4.24,4.45
666379,4.24,4.46
666399,4.24,4.46
666419,4.24,4.46
666439,4.24,4.46
666459,4.24,4.47
666479,4.24,4.47
666499,4.25,4.47
666519,4.25,4.47
666539,4.25,4.48
666559,4.25,4.48
666579,4.25,4.48
666599,4.25,4.49
666619,4.26,4.49
666639,4.26,4.49
666659,4.26,4.49
666679,4.26,4.50
666699,4.26,4.50
666719,4.27,4.51
666738,4.27,4.52
666758,4.28,4.53
666778,4.28,4.55
666798,4.29,4.56
666818,4.30,4.57
666838,4.31,4.58
666858,4.32,4.59
666878,4.32,4.60
666898,4.33,4.60
666918,4.34,4.61
666938,4.35,4.61
666958,4.35,4.61
666978,4.36,4.60
666998,4.36,4.60
667018,4.37,4.60
667038,4.37,4.60
667058,4.37,4.60
667078,4.37,4.60
667098,4.37,4.60
667118,4.37,4.60
667138,4.36,4.59
667158,4.36,4.59
667178,4.35,4.58
667198,4.35,4.57
667218,4.34,4.56
667238,4.33,4.55
667258,4.33,4.54
667278,4.32,4.54
667298,4.32,4.52
667318,4.31,4.51
667338,4.30,4.51
667358,4.30,4.51
667378,4.29,4.51
667398,4.28,4.51
667418,4.28,4.51
667438,4.28,4.52
667458,4.28,4.52
667478,4.28,4.53
667498,4.29,4.53
667518,4.29,4.54
667538,4.30,4.55
667558,4.30,4.55
667578,4.31,4.56
667598,4.32,4.57
667618,4.33,4.57
667638,4.33,4.58
667658,4.34,4.59
667678,4.34,4.60
667698,4.35,4.61
667718,4.35,4.62
667738,4.35,4.63
667758,4.36,4.64
667778,4.36,4.64
