Recording timestamp,Pupil diameter left,Pupil diameter right
41396,3.46,3.45
41416,3.53,3.52
41436,3.55,3.55
41456,3.57,3.58
41476,3.58,3.59
41496,3.58,3.58
41516,3.58,3.58
41536,3.59,3.57
41556,3.60,3.59
41576,3.60,3.60
41596,3.62,3.62
41616,3.62,3.62
41636,3.63,3.64
41656,3.63,3.63
41676,3.62,3.62
41696,3.60,3.58
41716,3.59,3.60
41736,3.57,3.57
41755,3.55,3.53
41776,3.52,3.50
41795,3.49,3.50
41815,3.44,3.47
41835,3.40,3.41
41855,3.32,3.31
41875,3.27,3.27
41895,3.23,3.21
41915,3.20,3.22
41935,3.19,3.20
41955,3.19,3.19
41975,3.18,3.18
41995,3.09,3.08
42015,3.17,3.17
42035,3.19,3.20
42055,3.19,3.20
42075,3.19,3.18
42095,3.20,3.19
42115,3.20,3.20
42135,3.20,3.24
42155,3.19,3.16
42175,3.19,3.18
42195,3.20,3.18
42215,3.20,3.23
42235,3.21,3.22
42255,3.22,3.20
42275,3.23,3.23
42295,3.23,3.25
42315,3.24,3.24
42335,3.24,3.23
42355,3.24,3.22
42375,3.25,3.26
42395,3.25,3.25
42415,3.26,3.28
42435,3.26,3.29
42455,3.27,3.27
42475,3.27,3.26
42495,3.28,3.26
42515,3.28,3.26
42535,3.29,3.28
42555,3.29,3.30
42575,3.29,3.27
42595,3.29,3.30
42615,3.29,3.27
42635,3.29,3.31
42655,3.30,3.27
42675,3.30,3.29
42695,3.30,3.29
42715,3.30,3.32
42735,3.30,3.26
42755,3.30,3.33
42775,3.30,3.32
42795,3.30,3.32
42815,3.30,3.30
42835,3.29,3.29
42855,3.29,3.30
42875,3.26,3.22
42895,3.21,3.21
42915,3.18,3.19
42935,3.17,3.18
42955,3.15,3.16
42975,3.14,3.15
42995,3.13,3.13
43015,3.12,3.13
43035,3.12,3.12
43055,3.12,3.14
43075,3.12,3.12
43095,3.11,3.09
43115,3.11,3.12
43135,3.11,3.10
43155,3.11,3.09
43175,3.11,3.11
43195,3.11,3.10
43215,3.13,3.12
43235,,
43255,,
43275,,
43295,,
43315,5.35,5.35
43335,3.82,3.81
43355,3.33,3.35
43375,,
43395,3.28,3.27
43415,3.23,3.22
43435,3.21,3.23
43455,3.20,3.23
43474,3.20,3.22
43494,3.20,3.18
43514,3.20,3.17
43534,3.20,3.20
43554,3.20,3.20
43574,3.21,3.21
43594,3.22,3.21
43614,3.22,3.22
43634,3.23,3.23
43654,3.24,3.22
43674,3.25,3.24
43694,3.19,3.20
43714,3.18,3.18
43734,3.15,3.16
43754,3.13,3.14
43774,3.10,3.13
43794,3.09,3.10
43814,3.06,3.04
43834,3.05,3.07
43854,3.03,3.05
43874,3.01,3.03
43894,3.00,3.00
43914,2.99,2.99
43934,2.97,2.97
43954,2.95,2.96
43974,2.94,2.96
43994,2.92,2.93
